Id,Label,mergenode,businesstable
50,CRITERION_C_SCORE.E60,COMPOSITE_SCORE.E60,strings
54,CRITERION_D_SCORE.E60,COMPOSITE_SCORE.E60,strings
58,NATIONAL_SIGNIFICANCE_SCORE.E60,COMPOSITE_SCORE.E60,strings
62,INTEGRITY_SCORE.E60,COMPOSITE_SCORE.E60,strings
68,HERITAGE_ASSET_REPORT.E3,INVENTORY_RESOURCE.E18,
69,CURRENT_USER.E55,HERITAGE_ASSET_REPORT.E3,domains
70,CURRENT_USER_AUTHORITY_DOCUMENT.E32,HERITAGE_ASSET_REPORT.E3,strings
73,CURRENT_OPERATIONAL_STATE.E3,HERITAGE_ASSET_REPORT.E3,
74,CURRENT_OPERATIONAL_STATUS.E55,HERITAGE_ASSET_REPORT.E3,domains
75,CURRENT_OPERATIONAL_STATUS_AUTHORITY_DOCUMENT.E32,HERITAGE_ASSET_REPORT.E3,strings
78,CURRENT_OPERATIONAL_STATUS_NOTES.E62,HERITAGE_ASSET_REPORT.E3,domains
81,HERITAGE_ASSET_CONDITION.E3,HERITAGE_ASSET_REPORT.E3,domains
82,HERITAGE_ASSET_CONDITION_AUTHORITY_DOCUMENT.E32,HERITAGE_ASSET_REPORT.E3,strings
85,HERITAGE_ASSET_CLASSIFICATION.E55,HERITAGE_ASSET_REPORT.E3,domains
86,HERITAGE_ASSET_CLASSIFICATION_AUTHORITY_DOCUMENT.E32,HERITAGE_ASSET_REPORT.E3,strings
89,HERITAGE_ASSET_PURPOSE.E55,HERITAGE_ASSET_REPORT.E3,domains
90,HERITAGE_ASSET_PURPOSE_AUTHORITY_DOCUMENT.E32,HERITAGE_ASSET_REPORT.E3,strings
94,NAME.E41,INVENTORY_RESOURCE.E18,strings
95,NAME_TYPE.E55,INVENTORY_RESOURCE.E18,domains
96,CURRENT_OR_HISTORIC_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
100,BUILDING_NUMBER.E42,INVENTORY_RESOURCE.E18,strings
101,BUILDING_NUMBER_TYPE.E55,INVENTORY_RESOURCE.E18,domains
102,CURRENT_OR_HISTORIC_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
106,NRHP_RESOURCE_TYPE.E55,INVENTORY_RESOURCE.E18,domains
107,NRHP_RESOURCE_TYPE_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
110,NRHP_RESOURCE_CATEGORY.E55,INVENTORY_RESOURCE.E18,domains
111,NRHP_RESOURCE_CATEGORY_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
114,WUZIT.E55,INVENTORY_RESOURCE.E18,domains
115,WUZIT_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
118,DESCRIPTION.E62,INVENTORY_RESOURCE.E18,strings
119,DESCRIPTION_TYPE.E55,INVENTORY_RESOURCE.E18,domains
120,DESCRIPTION_TYPE_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
124,STYLE.E55,INVENTORY_RESOURCE.E18,domains
125,STYLE_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
128,FORM_TYPE.E55,INVENTORY_RESOURCE.E18,domains
129,FORM_TYPE_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
132,MEASUREMENT_TYPE.E55,INVENTORY_RESOURCE.E18,domains
133,UNIT_OF_MEASUREMENT.E55,INVENTORY_RESOURCE.E18,domains
134,UNIT_OF_MEASUREMENT_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
136,VALUE_OF_MEASUREMENT.E60,INVENTORY_RESOURCE.E18,strings
139,MEASUREMENT_TYPE_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
142,PRODUCTION.E12,INVENTORY_RESOURCE.E18,
143,PHASE_TYPE_ASSIGNMENT.E17,PRODUCTION.E12,
144,FUNCTION.E62,PRODUCTION.E12,strings
146,FUNCTION_PERIOD.E55,PRODUCTION.E12,domains
147,CURRENT_OR_HISTORIC_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
150,TIME-SPAN_PHASE.E52,PRODUCTION.E12,
151,TO_DATE.E49,PRODUCTION.E12,dates
153,FROM_DATE.E49,PRODUCTION.E12,dates
157,COMPONENT.E18,PRODUCTION.E12,
158,COMPONENT_TYPE.E55,PRODUCTION.E12,domains
159,COMPONENT_TYPE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
162,MATERIAL.E57,PRODUCTION.E12,domains
163,MATERIAL_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
166,COMPONENT_PRODUCTION.E12,PRODUCTION.E12,
167,DESIGN_OR_PROCEDURE.E29,PRODUCTION.E12,
168,CONSTRUCTION_TECHNIQUE.E55,PRODUCTION.E12,domains
169,CONSTRUCTION_TECHNIQUE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
174,COMPONENT_CLASSIFICATION.E55,PRODUCTION.E12,domains
175,COMPONENT_CLASSIFICATION_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
178,COMPONENT_SIGNIFICANCE.E55,PRODUCTION.E12,domains
179,COMPONENT_SIGNIFICANCE_AUTHORITY_DOCUMENT.E32,PRODUCTION.E12,strings
182,COMPONENT_DESCRIPTION.E62,PRODUCTION.E12,strings
186,MODIFICATION_EVENT.E11,INVENTORY_RESOURCE.E18,
187,MODIFICATION_TYPE.E55,INVENTORY_RESOURCE.E18,domains
188,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
191,MODIFICATION_DESCRIPTION.E62,INVENTORY_RESOURCE.E18,strings
194,CONDITION_ASSESSMENT.E14,INVENTORY_RESOURCE.E18,
195,CONDITION_STATE.E3,CONDITION_STATE.E3,
196,CONDITION_ASSESSMENT_TYPE.E55,CONDITION_STATE.E3,domains
197,CONDITION_ASSESSMENT_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_STATE.E3,strings
200,DATE_CONDITION_ASSESSED.E49,CONDITION_STATE.E3,dates
202,CONDITION_TYPE.E55,CONDITION_STATE.E3,domains
203,CONDITION_AUTHORITY_DOCUMENT.E32,CONDITION_STATE.E3,strings
206,DISTURBANCE_TYPE.E55,CONDITION_STATE.E3,domains
207,DISTURBANCE_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_STATE.E3,strings
210,THREAT_TYPE.E55,CONDITION_STATE.E3,domains
211,THREAT_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_STATE.E3,strings
214,MANAGEMENT_RECOMMENDATION.E89,CONDITION_STATE.E3,strings
215,RECOMMENDATION_TYPE.E55,CONDITION_STATE.E3,domains
216,RECOMMENDATION_TYPE_AUTHORITY_DOCUMENT.E32,CONDITION_STATE.E3,strings
220,CONDITION_DESCRIPTION.E62,CONDITION_STATE.E3,strings
222,CONDITION_IMAGE.E73,CONDITION_STATE.E3,
223,CONDITION_IMAGE_FILE_PATH.E62,CONDITION_STATE.E3,files
225,CONDITION_IMAGE_THUMBNAIL.E62,CONDITION_STATE.E3,files
230,PLACE.E53,INVENTORY_RESOURCE.E18,
231,SPATIAL_COORDINATES_GEOMETRY.E47,PLACE.E53,geometries
232,GEOMETRY_QUALIFIER.E55,PLACE.E53,domains
233,GEOMETRY_QUALIFIER_AUTHORITY_DOCUMENT.E32,PLACE.E53,strings
237,PLACE_ADDRESS.E45,PLACE.E53,strings
238,ADDRESS_TYPE.E55,PLACE.E53,domains
239,PRIMARY_OR_SECONDARY_AUTHORITY_DOCUMENT.E32,PLACE.E53,strings
243,PLACE_SITE_LOCATION.E53,PLACE.E53,
244,DESCRIPTION_OF_LOCATION.E62,PLACE.E53,strings
247,CHARACTER_AREA.E44,PLACE.E53,domains
248,CHARACTER_AREA_AUTHORITY_DOCUMENT.E32,PLACE.E53,strings
251,MASTER_PLAN_ZONE.E44,PLACE.E53,domains
252,MASTER_PLAN_ZONE_AUTHORITY_DOCUMENT.E32,PLACE.E53,strings
255,ARCHAEOLOGICAL_ZONE.E44,PLACE.E53,domains
256,ARCHAEOLOGICAL_ZONE_AUTHORITY_DOCUMENT.E32,PLACE.E53,strings
260,EXTERNAL_RESOURCE.E1,INVENTORY_RESOURCE.E18,
261,EXTERNAL_XREF.E42,INVENTORY_RESOURCE.E18,strings
262,EXTERNAL_XREF_TYPE.E55,INVENTORY_RESOURCE.E18,domains
263,EXTERNAL_XREF_TYPE_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
268,BEGINNING_OF_EXISTENCE.E63,INVENTORY_RESOURCE.E18,
269,BEGINNING_OF_EXISTENCE_TYPE.E55,INVENTORY_RESOURCE.E18,domains
270,BEGINNING_OF_EXISTENCE_TYPE_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
273,BEGINNING_OF_EXISTENCE_TIME-SPAN.E52,INVENTORY_RESOURCE.E18,
274,START_DATE_OF_EXISTENCE.E49,INVENTORY_RESOURCE.E18,dates
278,END_OF_EXISTENCE.E64,INVENTORY_RESOURCE.E18,
279,END_OF_EXISTENCE_TYPE.E55,INVENTORY_RESOURCE.E18,domains
280,END_OF_EXISTENCE_TYPE_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
283,END_OF_EXISTENCE_TIME-SPAN.E52,INVENTORY_RESOURCE.E18,
284,END_DATE_OF_EXISTENCE.E49,INVENTORY_RESOURCE.E18,dates
433,HERITAGE_ASSET_REPORT_DATE.E49,HERITAGE_ASSET_REPORT.E3,dates
435,BEGINNING_OF_EXISTENCE_NOTE.E62,INVENTORY_RESOURCE.E18,strings
439,END_OF_EXISTENCE_NOTE.E62,INVENTORY_RESOURCE.E18,strings
440,OTHER_DESIGNATION.E3,INVENTORY_RESOURCE.E18,
441,OTHER_DESIGNATION_STATUS.E55,OTHER_DESIGNATION.E3,domains
442,OTHER_DESIGNATION_TYPE.E55,OTHER_DESIGNATION.E3,domains
443,OTHER_DESIGNATION_NOTES.E62,OTHER_DESIGNATION.E3,strings
444,OTHER_DESIGNATION_DATE.E49,OTHER_DESIGNATION.E3,dates
445,OTHER_DESIGNATION_REFERENCE_NUMBER.E42,OTHER_DESIGNATION.E3,strings
446,OTHER_DESIGNATION_NAME.E41,OTHER_DESIGNATION.E3,strings
447,OTHER_DESIGNATION_STATUS_AUTHORITY_DOCUMENT.E32,OTHER_DESIGNATION.E3,strings
448,OTHER_DESIGNATION_TYPE_AUTHORITY_DOCUMENT.E32,OTHER_DESIGNATION.E3,strings
449,RELATIVE_LEVEL_OF_SIGNIFICANCE_DATE.E50,INVENTORY_RESOURCE.E18,dates
450,NRHP_RESOURCE_SUBCATEGORY.E55,INVENTORY_RESOURCE.E18,domains
451,NRHP_RESOURCE_SUBCATEGORY_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
452,END_OF_EXISTENCE_QUALIFIER.E55,INVENTORY_RESOURCE.E18,domains
453,BEGINNING_OF_EXISTENCE_QUALIFIER.E55,INVENTORY_RESOURCE.E18,domains
454,DATE_QUALIFIER_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
455,DATE_QUALIFIER_AUTHORITY_DOCUMENT.E32,INVENTORY_RESOURCE.E18,strings
456,MODIFICATION_EVENT_TIME-SPAN.E52,INVENTORY_RESOURCE.E18,
457,MODIFICATION_EVENT_TIME-SPAN_DATE.E50,INVENTORY_RESOURCE.E18,dates
458,COMPONENT_TIME-SPAN.E52,PRODUCTION.E12,
459,COMPONENT_TIME-SPAN_DATE.E50,PRODUCTION.E12,dates
