Id,Label,mergenode,businesstable
104,ARPA_DOCUMENTATION_TIME-SPAN.E52,ARPA_REVIEW.E7,
105,ARPA_DOCUMENTATION_DATE.E49,ARPA_REVIEW.E7,dates
108,ARPA_DOCUMENTATION_SUBMISSION_TIME-SPAN.E52,ARPA_REVIEW.E7,
109,ARPA_DOCUMENTATION_SUBMISSION_DATE.E49,ARPA_REVIEW.E7,dates
112,ARPA_DOCUMENTATION_SUBMISSION_METHOD.E55,ARPA_REVIEW.E7,domains
113,ARPA_DOCUMENTATION_SUBMISSION_METHOD_AUTHORITY_DOCUMENT.E32,ARPA_REVIEW.E7,strings
116,ARPA_DCSHPO_REPORT_NUMBER.E42,ARPA_REVIEW.E7,strings
118,ARPA_DOCUMENTATION_RESPONSE_TIME-SPAN.E52,ARPA_REVIEW.E7,
119,ARPA_DOCUMENTATION_RESPONSE_DATE.E49,ARPA_REVIEW.E7,dates
122,ARPA_DOCUMENTATION_NOTES.E62,ARPA_REVIEW.E7,strings
125,ARPA_FIELD_INVESTIGATION.E5,ARPA_REVIEW.E7,
126,ARPA_FIELD_INVESTIGATION_ARTIFACTS_FOUND.E62,ARPA_REVIEW.E7,strings
128,ARPA_FIELD_INVESTIGATION_TYPE.E55,ARPA_REVIEW.E7,domains
129,ARPA_FIELD_INVESTIGATION_TYPE_AUTHORITY_DOCUMENT.E32,ARPA_REVIEW.E7,strings
132,ARPA_FIELD_INVESTIGATION_START.E63,ARPA_REVIEW.E7,
133,ARPA_FIELD_INVESTIGATION_START_DATE.E49,ARPA_REVIEW.E7,dates
136,ARPA_FIELD_INVESTIGATION_END.E64,ARPA_REVIEW.E7,
137,ARPA_FIELD_INVESTIGATION_END_DATE.E49,ARPA_REVIEW.E7,dates
140,ARPA_FIELD_INVESTIGATION_ARTIFACT_STATUS.E55,ARPA_REVIEW.E7,domains
141,ARPA_FIELD_INVESTIGATION_ARTIFACT_STATUS_AUTHORITY_DOCUMENT.E32,ARPA_REVIEW.E7,strings
144,ARPA_FIELD_INVESTIGATION_DESCRIPTION.E62,ARPA_REVIEW.E7,strings
147,ARPA_DISCOVERY.E5,ARPA_REVIEW.E7,
148,ARPA_DISCOVERY_TIME-SPAN.E52,ARPA_REVIEW.E7,
149,ARPA_DISCOVERY_DATE.E49,ARPA_REVIEW.E7,dates
152,ARPA_DISCOVERY_DOCUMENTATION_TIME-SPAN.E52,ARPA_REVIEW.E7,
153,ARPA_DISCOVERY_DOCUMENTATION_DATE.E49,ARPA_REVIEW.E7,dates
156,ARPA_DISCOVERY_DCSHPO_NOTIFICATION_TIME-SPAN.E52,ARPA_REVIEW.E7,
157,ARPA_DISCOVERY_DCSHPO_NOTIFICATION_DATE.E49,ARPA_REVIEW.E7,dates
160,ARPA_DISCOVERY_ARTIFACT_STATUS.E55,ARPA_REVIEW.E7,domains
161,ARPA_DISCOVERY_ARTIFACT_STATUS_AUTHORITY_DOCUMENT.E32,ARPA_REVIEW.E7,strings
164,ARPA_DISCOVERY_NOTES.E62,SECTION_106_REVIEW.E7,strings
168,SECTION_106_REVIEW.E7,ACTIVITY_A.E7,
169,SECTION_106_EXEMPTION.E55,SECTION_106_REVIEW.E7,
170,FPO_CRM_CONFIRMATION_TIME-SPAN.E52,SECTION_106_REVIEW.E7,
171,FPO_CRM_CONFIRMATION_DATE.E49,SECTION_106_REVIEW.E7,dates
174,SECTION_106_EXEMPTION_JUSTIFICATION.E62,SECTION_106_REVIEW.E7,strings
176,SECTION_106_EXEMPTION_TYPE.E55,SECTION_106_REVIEW.E7,domains
177,SECTION_106_EXEMPTION_TYPE_AUTHORITY_DOCUMENT.E32,SECTION_106_REVIEW.E7,strings
181,DCSHPO_URR.E42,SECTION_106_REVIEW.E7,strings
183,DCSHPO_SUBMISSION.E5,SECTION_106_REVIEW.E7,
184,DCSHPO_SUBMISSION_TYPE.E55,SECTION_106_REVIEW.E7,domains
185,DCSHPO_SUBMISSION_TYPE_AUTHORITY_DOCUMENT.E32,SECTION_106_REVIEW.E7,strings
188,DCSHPO_SUBMISSION_TIME-SPAN.E52,SECTION_106_REVIEW.E7,
189,DCSHPO_SUBMISSION_DATE.E49,SECTION_106_REVIEW.E7,dates
192,DCSHPO_SUBMISSION_METHOD.E55,SECTION_106_REVIEW.E7,domains
193,DCSHPO_SUBMISSION_METHOD_AUTHORITY_DOCUMENT.E32,SECTION_106_REVIEW.E7,strings
196,AFRH_DETERMINATION_OF_EFFECT.E55,SECTION_106_REVIEW.E7,domains
197,AFRH_DETERMINATION_OF_EFFECT_AUTHORITY_DOCUMENT.E32,SECTION_106_REVIEW.E7,strings
200,DCSPHO_SUBMISSION_NOTES.E62,SECTION_106_REVIEW.E7,strings
203,DCSHPO_RESPONSE.E5,SECTION_106_REVIEW.E7,
204,DCSHPO_RESPONSE_TYPE.E55,SECTION_106_REVIEW.E7,domains
205,DCSHPO_RESPONSE_TYPE_AUTHORITY_DOCUMENT.E32,SECTION_106_REVIEW.E7,strings
208,DCSHPO_RESPONSE_EVALUATION.E55,SECTION_106_REVIEW.E7,domains
209,DCSHPO_EVALUATION_AUTHORITY_DOCUMENT.E32,SECTION_106_REVIEW.E7,strings
212,DCSHPO_RESPONSE_FILE_NUMBER.E42,SECTION_106_REVIEW.E7,strings
214,DCSHPO_RESPONSE_TIME-SPAN.E52,SECTION_106_REVIEW.E7,
215,DCSHPO_RESPONSE_DATE.E49,SECTION_106_REVIEW.E7,dates
218,DCSHPO_RESPONSE_NOTES.E62,SECTION_106_REVIEW.E7,strings
221,SECTION_106_NOTIFICATION.E5,SECTION_106_REVIEW.E7,
222,SECTION_106_NOTIFICATION_TYPE.E55,SECTION_106_REVIEW.E7,domains
223,SECTION_106_NOTIFICATION_TYPE_AUTHORITY_DOCUMENT.E32,SECTION_106_REVIEW.E7,strings
226,SECTION_106_NOTIFICATION_TIME-SPAN.E52,SECTION_106_REVIEW.E7,
227,SECTION_106_NOTIFICATION_DATE.E49,SECTION_106_REVIEW.E7,dates
230,SECTION_106_NOTIFICATION_METHOD.E55,SECTION_106_REVIEW.E7,domains
231,SECTION_106_NOTIFICATION_METHOD_AUTHORITY_DOCUMENT.E32,SECTION_106_REVIEW.E7,strings
234,SECTION_106_NOTIFICATION_NOTES.E62,SECTION_106_REVIEW.E7,strings
237,SECTION_106_DISPUTE_RESOLUTION_NOTES.E62,ACTIVITY_A.E7,strings
239,SECTION_106_AGREEMENT.E5,SECTION_106_REVIEW.E7,
240,SECTION_106_AGREEMENT_TYPE.E55,SECTION_106_REVIEW.E7,domains
241,SECTION_106_AGREEMENT_TYPE_AUTHORITY_DOCUMENT.E32,SECTION_106_REVIEW.E7,strings
244,SECTION_106_AGREEMENT_EXECUTION_TIME-SPAN.E52,SECTION_106_REVIEW.E7,
245,SECTION_106_AGREEMENT_EXECUTION_DATE.E49,SECTION_106_REVIEW.E7,dates
248,SECTION_106_AGREEMENT_NOTES.E62,SECTION_106_REVIEW.E7,strings
252,NEPA_REVIEW.E7,ACTIVITY_A.E7,
253,NEPA_DOCUMENTATION.E31,NEPA_REVIEW.E7,domains
254,NEPA_DOCUMENTATION_TIME-SPAN.E52,CFA_REVIEW.E7,
255,NEPA_DOCUMENTATION_DATE.E49,CFA_REVIEW.E7,dates
258,NEPA_DOCUMENTATION_AUTHORITY_DOCUMENT.E32,NEPA_REVIEW.E7,strings
261,EA_TYPE.E55,NEPA_REVIEW.E7,domains
262,EA_TYPE_AUTHORITY_DOCUMENT.E32,NEPA_REVIEW.E7,strings
264,EA_TYPE_NOTE.E62,NEPA_REVIEW.E7,strings
267,EIS_TYPE.E55,NEPA_REVIEW.E7,domains
268,EIS_TYPE_AUTHORITY_DOCUMENT.E32,NEPA_REVIEW.E7,strings
270,EIS_TYPE_NOTE.E62,NEPA_REVIEW.E7,strings
273,NEPA_DOCUMENTATION_TYPE.E55,NEPA_REVIEW.E7,domains
274,NEPA_DOCUMENTATION_TYPE_AUTHORITY_DOCUMENT.E32,NEPA_REVIEW.E7,strings
276,NEPA_DOCUMENTATION_TYPE_NOTE.E62,NEPA_REVIEW.E7,strings
279,CATEX_TYPE.E55,NEPA_REVIEW.E7,domains
280,CATEX_TYPE_AUTHORITY_DOCUMENT.E32,NEPA_REVIEW.E7,strings
282,CATEX_TYPE_NOTE.E62,NEPA_REVIEW.E7,strings
286,CFA_REVIEW.E7,ACTIVITY_A.E7,
287,CFA_REVIEW_IDENTIFICATION.E15,CFA_REVIEW.E7,
288,CFA_PROJECT_NAME.E41,CFA_REVIEW.E7,strings
290,CFA_FILE_NUMBER.E42,CFA_REVIEW.E7,strings
293,CFA_SUBMISSION.E5,CFA_REVIEW.E7,
294,CFA_SUBMISSION_TYPE.E55,CFA_REVIEW.E7,domains
295,SUBMISSION_TYPE_AUTHORITY_DOCUMENT.E32,CFA_REVIEW.E7,strings
298,CFA_SUBMISSION_TIME-SPAN.E52,CFA_REVIEW.E7,
299,CFA_SUBMISSION_DATE.E49,CFA_REVIEW.E7,dates
302,CFA_SUBMISSION_REVIEW_TIME-SPAN.E52,CFA_REVIEW.E7,
303,CFA_SUBMISSION_REVIEW_DATE.E49,CFA_REVIEW.E7,dates
306,CFA_SUBMISSION_REVIEW_TYPE.E55,CFA_REVIEW.E7,domains
307,SUBMISSION_REVIEW_TYPE_AUTHORITY_DOCUMENT.E32,CFA_REVIEW.E7,strings
310,CFA_SUBMISSION_DECISION.E55,CFA_REVIEW.E7,domains
311,SUBMISSION_DECISION_AUTHORITY_DOCUMENT.E32,CFA_REVIEW.E7,strings
314,CFA_SUBMISSION_CONDITIONS.E62,CFA_REVIEW.E7,strings
316,CFA_SUBMISSION_NOTES.E62,CFA_REVIEW.E7,strings
320,NCPC_REVIEW.E7,ACTIVITY_A.E7,
321,NCPC_REVIEW_IDENTIFICATION.E15,NCPC_REVIEW.E7,
322,NCPC_PROJECT_NAME.E41,NCPC_REVIEW.E7,strings
324,NCPC_FILE_NUMBER.E42,NCPC_REVIEW.E7,strings
326,NCPC_MAP_FILE_NUMBER.E42,NCPC_REVIEW.E7,strings
329,NCPC_SUBMISSION.E5,NCPC_REVIEW.E7,
330,NCPC_SUBMISSION_TYPE.E55,NCPC_REVIEW.E7,domains
331,SUBMISSION_TYPE_AUTHORITY_DOCUMENT.E32,NCPC_REVIEW.E7,strings
334,NCPC_SUBMISSION_TIME-SPAN.E52,NCPC_REVIEW.E7,
335,NCPC_SUBMISSION_DATE.E49,NCPC_REVIEW.E7,dates
338,NCPC_REVIEW_TIME-SPAN.E52,NCPC_REVIEW.E7,
339,NCPC_SUBMISSION_REVIEW_DATE.E49,NCPC_REVIEW.E7,dates
342,NCPC_SUBMISSION_REVIEW_TYPE.E55,NCPC_REVIEW.E7,domains
343,SUBMISSION_REVIEW_TYPE_AUTHORITY_DOCUMENT.E32,NCPC_REVIEW.E7,strings
346,NCPC_SUBMISSION_DECISION.E55,NCPC_REVIEW.E7,domains
347,SUBMISSION_DECISION_AUTHORITY_DOCUMENT.E32,NCPC_REVIEW.E7,strings
350,NCPC_SUBMISSION_CONDITIONS.E62,NCPC_REVIEW.E7,strings
352,NCPC_SUBMISSION_NOTES.E62,NCPC_REVIEW.E7,strings
356,AFRH_PROJECT_CONTACT.E39,ACTIVITY_A.E7,
357,AFRH_PROJECT_CONTACT_NAME.E82,ACTIVITY_A.E7,strings
360,ACTIVITY_ARCHITECT.E39,ACTIVITY_A.E7,
361,ACTIVITY_ARCHITECT_TYPE.E55,ACTIVITY_A.E7,strings
363,ACTIVITY_ARCHITECT_NAME.E82,ACTIVITY_A.E7,strings
366,ACTIVITY_CONTRACTOR.E39,ACTIVITY_A.E7,
367,ACTIVITY_CONTRACTOR_TYPE.E55,ACTIVITY_A.E7,strings
369,ACTIVITY_CONTRACTOR_NAME.E82,ACTIVITY_A.E7,strings
372,ACTIVITY_ENGINEER.E39,ACTIVITY_A.E7,
373,ACTIVITY_ENGINEER_TYPE.E55,ACTIVITY_A.E7,strings
375,ACTIVITY_ENGINEER_NAME.E82,ACTIVITY_A.E7,strings
378,ACTIVITY_ARCHAEOLOGIST.E39,ACTIVITY_A.E7,
379,ACTIVITY_ARCHAEOLOGIST_NAME.E82,ACTIVITY_A.E7,strings
382,ACTIVITY_CONSULTANT.E39,ACTIVITY_A.E7,
383,ACTIVITY_CONSULTANT_TYPE.E55,ACTIVITY_A.E7,strings
385,ACTIVITY_CONSULTANT_NAME.E82,ACTIVITY_A.E7,strings
388,ACTIVITY_CONSULTING_PARTY.E39,ACTIVITY_A.E7,
389,ACTIVITY_CONSULTING_PARTY_NAME.E82,ACTIVITY_A.E7,strings
392,ACTIVITY_NCPC_CONTACT.E39,ACTIVITY_A.E7,
393,ACTIVITY_NCPC_CONTACT_NAME.E82,ACTIVITY_A.E7,strings
396,ACTIVITY_CFA_CONTACT.E39,ACTIVITY_A.E7,
397,ACTIVITY_CFA_CONTACT_NAME.E82,ACTIVITY_A.E7,strings
400,ACTIVITY_DCSHPO_CONTACT.E39,ACTIVITY_A.E7,
401,ACTIVITY_DCSHPO_CONTACT_NAME.E82,ACTIVITY_A.E7,strings
404,ACTIVITY_ENTITIES_NOTE.E62,ACTIVITY_A.E7,strings
